time_since_TG_s,397_magnetic_lat_deg,397_magnetic_lon_deg,398_magnetic_lat_deg,398_magnetic_lon_deg
150.950000,66.71362305,-91.21767426,66.48114777,-90.67718506
151.000000,66.71410370,-91.21785736,66.48168945,-90.67714691
151.050000,66.71457672,-91.21804047,66.48223114,-90.67711639
151.100000,66.71505737,-91.21822357,66.48277283,-90.67708588
151.150000,66.71553040,-91.21840668,66.48332214,-90.67704773
151.200000,66.71601105,-91.21858978,66.48386383,-90.67701721
151.250000,66.71648407,-91.21877289,66.48440552,-90.67698669
151.300000,66.71696472,-91.21895599,66.48494720,-90.67694855
151.350000,66.71743774,-91.21913910,66.48548889,-90.67691803
151.400000,66.71791840,-91.21932220,66.48603058,-90.67688751
151.450000,66.71839142,-91.21950531,66.48657227,-90.67684937
151.500000,66.71887207,-91.21968842,66.48711395,-90.67681885
151.550000,66.71934509,-91.21987915,66.48766327,-90.67678070
151.600000,66.71981812,-91.22006226,66.48820496,-90.67675018
151.650000,66.72029877,-91.22024536,66.48874664,-90.67671967
151.700000,66.72077179,-91.22042847,66.48928833,-90.67668152
151.750000,66.72125244,-91.22061157,66.48983002,-90.67665100
151.800000,66.72172546,-91.22079468,66.49037170,-90.67662048
151.850000,66.72219849,-91.22097778,66.49091339,-90.67658234
151.900000,66.72267914,-91.22116089,66.49145508,-90.67655182
151.950000,66.72315216,-91.22134399,66.49199677,-90.67651367
152.000000,66.72362518,-91.22152710,66.49253845,-90.67648315
152.050000,66.72410583,-91.22171021,66.49308014,-90.67645264
152.100000,66.72457886,-91.22189331,66.49362183,-90.67641449
152.150000,66.72505188,-91.22207642,66.49416351,-90.67638397
152.200000,66.72553253,-91.22226715,66.49470520,-90.67635345
152.250000,66.72600555,-91.22245026,66.49524689,-90.67631531
152.300000,66.72647858,-91.22263336,66.49578857,-90.67628479
152.350000,66.72695923,-91.22281647,66.49633026,-90.67625427
152.400000,66.72743225,-91.22299957,66.49687195,-90.67621613
152.450000,66.72790527,-91.22318268,66.49741364,-90.67618561
152.500000,66.72838593,-91.22336578,66.49795532,-90.67614746
152.550000,66.72885895,-91.22354889,66.49849701,-90.67611694
152.600000,66.72933197,-91.22373199,66.49903870,-90.67608643
152.650000,66.72980499,-91.22391510,66.49958038,-90.67604828
152.700000,66.73028564,-91.22409821,66.50011444,-90.67601776
152.750000,66.73075867,-91.22428131,66.50065613,-90.67598724
152.800000,66.73123169,-91.22446442,66.50119781,-90.67594910
152.850000,66.73170471,-91.22464752,66.50173950,-90.67591858
152.900000,66.73218536,-91.22483826,66.50228119,-90.67588806
152.950000,66.73265839,-91.22502136,66.50282288,-90.67584991
153.000000,66.73313141,-91.22520447,66.50336456,-90.67581940
153.050000,66.73360443,-91.22538757,66.50389862,-90.67578888
153.100000,66.73407745,-91.22557068,66.50444031,-90.67575073
153.150000,66.73455811,-91.22575378,66.50498199,-90.67572021
153.200000,66.73503113,-91.22593689,66.50552368,-90.67568207
153.250000,66.73550415,-91.22612000,66.50606537,-90.67565155
153.300000,66.73597717,-91.22630310,66.50660706,-90.67562103
153.350000,66.73645020,-91.22648621,66.50714111,-90.67558289
153.400000,66.73692322,-91.22666931,66.50768280,-90.67555237
153.450000,66.73739624,-91.22685242,66.50822449,-90.67552185
153.500000,66.73787689,-91.22703552,66.50876617,-90.67548370
153.550000,66.73834991,-91.22721863,66.50930023,-90.67545319
153.600000,66.73882294,-91.22740936,66.50984192,-90.67542267
153.650000,66.73929596,-91.22759247,66.51038361,-90.67538452
153.700000,66.73976898,-91.22777557,66.51091766,-90.67535400
153.750000,66.74024200,-91.22795868,66.51145935,-90.67531586
153.800000,66.74071503,-91.22814178,66.51200104,-90.67528534
153.850000,66.74118805,-91.22832489,66.51254272,-90.67525482
153.900000,66.74166107,-91.22850800,66.51307678,-90.67521667
153.950000,66.74213409,-91.22869110,66.51361847,-90.67518616
154.000000,66.74261475,-91.22887421,66.51416016,-90.67515564
154.050000,66.74308777,-91.22905731,66.51469421,-90.67511749
154.100000,66.74356079,-91.22924042,66.51523590,-90.67508698
154.150000,66.74403381,-91.22942352,66.51577759,-90.67504883
154.200000,66.74450684,-91.22961426,66.51631165,-90.67501831
154.250000,66.74497986,-91.22979736,66.51685333,-90.67498779
154.300000,66.74545288,-91.22998047,66.51738739,-90.67494965
154.350000,66.74592590,-91.23016357,66.51792908,-90.67491913
154.400000,66.74639893,-91.23034668,66.51847076,-90.67488861
154.450000,66.74687195,-91.23052979,66.51900482,-90.67485046
154.500000,66.74734497,-91.23071289,66.51954651,-90.67481995
154.550000,66.74781799,-91.23089600,66.52008057,-90.67478943
154.600000,66.74829102,-91.23107910,66.52062225,-90.67475128
154.650000,66.74876404,-91.23126221,66.52116394,-90.67472076
154.700000,66.74922943,-91.23144531,66.52169800,-90.67468262
154.750000,66.74970245,-91.23162842,66.52223969,-90.67465210
154.800000,66.75017548,-91.23181152,66.52277374,-90.67462158
154.850000,66.75064850,-91.23200226,66.52331543,-90.67458344
154.900000,66.75112152,-91.23218536,66.52384949,-90.67455292
154.950000,66.75159454,-91.23236847,66.52439117,-90.67452240
155.000000,66.75206757,-91.23255157,66.52492523,-90.67448425
155.050000,66.75254059,-91.23273468,66.52546692,-90.67445374
155.100000,66.75301361,-91.23291779,66.52600098,-90.67442322
155.150000,66.75348663,-91.23310089,66.52654266,-90.67438507
155.200000,66.75395203,-91.23328400,66.52707672,-90.67435455
155.250000,66.75442505,-91.23346710,66.52761841,-90.67431641
155.300000,66.75489807,-91.23365021,66.52815247,-90.67428589
155.350000,66.75537109,-91.23383331,66.52869415,-90.67425537
155.400000,66.75584412,-91.23401642,66.52922821,-90.67421722
155.450000,66.75631714,-91.23419952,66.52976227,-90.67418671
155.500000,66.75678253,-91.23439026,66.53030396,-90.67415619
155.550000,66.75725555,-91.23457336,66.53083801,-90.67411804
155.600000,66.75772858,-91.23475647,66.53137970,-90.67408752
155.650000,66.75820160,-91.23493958,66.53191376,-90.67405701
155.700000,66.75867462,-91.23512268,66.53244781,-90.67401886
155.750000,66.75914001,-91.23530579,66.53298950,-90.67398834
155.800000,66.75961304,-91.23548889,66.53352356,-90.67395020
155.850000,66.76008606,-91.23567200,66.53406525,-90.67391968
155.900000,66.76055908,-91.23585510,66.53459930,-90.67388916
155.950000,66.76103210,-91.23603821,66.53513336,-90.67385101
156.000000,66.76149750,-91.23622131,66.53567505,-90.67382050
156.050000,66.76197052,-91.23640442,66.53620911,-90.67378998
156.100000,66.76244354,-91.23659515,66.53674316,-90.67375183
156.150000,66.76290894,-91.23677826,66.53728485,-90.67372131
156.200000,66.76338196,-91.23696136,66.53781891,-90.67369080
156.250000,66.76385498,-91.23714447,66.53835297,-90.67365265
156.300000,66.76432800,-91.23732758,66.53888702,-90.67362213
156.350000,66.76479340,-91.23751068,66.53942871,-90.67359161
156.400000,66.76526642,-91.23769379,66.53996277,-90.67355347
156.450000,66.76573944,-91.23787689,66.54049683,-90.67352295
156.500000,66.76620483,-91.23806000,66.54103088,-90.67348480
156.550000,66.76667786,-91.23824310,66.54157257,-90.67345428
156.600000,66.76715088,-91.23842621,66.54210663,-90.67342377
156.650000,66.76761627,-91.23860931,66.54264069,-90.67338562
156.700000,66.76808929,-91.23879242,66.54317474,-90.67335510
156.750000,66.76856232,-91.23898315,66.54370880,-90.67332458
156.800000,66.76902771,-91.23916626,66.54425049,-90.67328644
156.850000,66.76950073,-91.23934937,66.54478455,-90.67325592
156.900000,66.76996613,-91.23953247,66.54531860,-90.67321777
156.950000,66.77043915,-91.23971558,66.54585266,-90.67318726
157.000000,66.77091217,-91.23989868,66.54638672,-90.67315674
157.050000,66.77137756,-91.24008179,66.54692841,-90.67311859
157.100000,66.77185059,-91.24026489,66.54746246,-90.67308807
157.150000,66.77231598,-91.24044800,66.54799652,-90.67305756
157.200000,66.77278900,-91.24063110,66.54853058,-90.67301941
157.250000,66.77326202,-91.24081421,66.54906464,-90.67298889
157.300000,66.77372742,-91.24099731,66.54959869,-90.67295837
157.350000,66.77420044,-91.24118805,66.55013275,-90.67292023
157.400000,66.77466583,-91.24137115,66.55066681,-90.67288971
157.450000,66.77513885,-91.24155426,66.55120087,-90.67285919
157.500000,66.77560425,-91.24173737,66.55173492,-90.67282104
157.550000,66.77607727,-91.24192047,66.55227661,-90.67279053
157.600000,66.77654266,-91.24210358,66.55281067,-90.67275238
157.650000,66.77701569,-91.24228668,66.55334473,-90.67272186
157.700000,66.77748108,-91.24246979,66.55387878,-90.67269135
157.750000,66.77795410,-91.24265289,66.55441284,-90.67265320
157.800000,66.77841949,-91.24283600,66.55494690,-90.67262268
157.850000,66.77889252,-91.24302673,66.55548096,-90.67259216
157.900000,66.77935791,-91.24320984,66.55601501,-90.67255402
157.950000,66.77983093,-91.24339294,66.55654907,-90.67252350
158.000000,66.78029633,-91.24357605,66.55708313,-90.67249298
158.050000,66.78076172,-91.24375916,66.55761719,-90.67245483
158.100000,66.78123474,-91.24394226,66.55815125,-90.67242432
